Results_Name,VSPAERO_History,,,,
FC_Mach_,0.001,,,,
FC_Pitch_Rate,0,,,,
FC_ReCref_,50000,,,,
FC_Rho_,0.002377,,,,
FC_Roll__Rate,0,,,,
FC_Sref_,11.114691,,,,
FC_Vinf_,100,,,,
FC_Xcg_,4.521099,,,,
FC_Yaw___Rate,0,,,,
FC_Ycg_,0,,,,
FC_Zcg_,-0.223591,,,,
L/D,7.93877,8.19188,8.21098,8.21444,8.21265
Mach,0.001,0.001,0.001,0.001,0.001
T/QS,0.01637,0.0173,0.01737,0.01729,0.0173
WakeIter,1,2,3,4,5
Results_Name,VSPAERO_History,,,,
Results_Timestamp,1639008966,,,,
Results_Date,12,8,2021,,
Results_Time,18,16,6,,
Alpha,7.17949,7.17949,7.17949,7.17949,7.17949
AnalysisMethod,0,,,,
Beta,0,0,0,0,0
CDi,0.0209,0.02226,0.02204,0.0219,0.02168
CDo,0.04663,0.04674,0.04674,0.04673,0.04672
CDtot,0.06753,0.069,0.06878,0.06864,0.0684
CDtrefftz,0,0,0,0,0
CFx,-0.04917,-0.05039,-0.05059,-0.05057,-0.05059
CFy,0.00067,0,-0.00006,-0.0001,-0.00005
CFz,0.55756,0.5782,0.5779,0.57675,0.57505
CL,0.55933,0.57997,0.57969,0.57855,0.57686
CMx,0.00568,0.00045,0.00005,-0.00001,-0.00003
CMy,0.32585,0.3282,0.33204,0.3348,0.3389
CMz,-0.00043,0,-0.00001,-0.00003,-0.00003
CS,0.00067,0,-0.00006,-0.0001,-0.00005
E,0.94136,0.95029,0.95917,0.96109,0.96541
FC_AoA_,7.179487,,,,
FC_Beta_,0,,,,
FC_Bref_,7.5,,,,
FC_Cref_,1.481959,,,,
FC_Mach_,0.001,,,,
FC_Pitch_Rate,0,,,,
FC_ReCref_,50000,,,,
FC_Rho_,0.002377,,,,
FC_Roll__Rate,0,,,,
FC_Sref_,11.114691,,,,
FC_Vinf_,100,,,,
FC_Xcg_,4.521099,,,,
FC_Yaw___Rate,0,,,,
FC_Ycg_,0,,,,
FC_Zcg_,-0.223591,,,,
L/D,8.28284,8.40497,8.4286,8.42885,8.43309
Mach,0.001,0.001,0.001,0.001,0.001
T/QS,0.019,0.02012,0.02009,0.01999,0.01988
WakeIter,1,2,3,4,5
Results_Name,VSPAERO_History,,,,
Results_Timestamp,1639008966,,,,
Results_Date,12,8,2021,,
Results_Time,18,16,6,,
Alpha,7.69231,7.69231,7.69231,7.69231,7.69231
AnalysisMethod,0,,,,
Beta,0,0,0,0,0
CDi,0.02403,0.02515,0.02552,0.02532,0.02514
CDo,0.04683,0.04695,0.04696,0.04696,0.04695
CDtot,0.07085,0.0721,0.07248,0.07228,0.07209
CDtrefftz,0,0,0,0,0
CFx,-0.05639,-0.05814,-0.05801,-0.05802,-0.05803
CFy,0.001,0.00017,0.00002,-0.00004,-0.00004
CFz,0.59703,0.61839,0.62009,0.61876,0.61743
CL,0.59921,0.62061,0.62227,0.62096,0.61964
CMx,0.00612,0.00079,0.00026,0.0001,0.00002
CMy,0.34676,0.34935,0.35161,0.35524,0.35923
CMz,0.00256,-0.00008,-0.00001,-0.00006,-0.00002
CS,0.001,0.00017,0.00002,-0.00004,-0.00004
E,0.93988,0.96305,0.95453,0.9577,0.96065
FC_AoA_,7.692308,,,,
FC_Beta_,0,,,,
FC_Bref_,7.5,,,,
FC_Cref_,1.481959,,,,
FC_Mach_,0.001,,,,
FC_Pitch_Rate,0,,,,
FC_ReCref_,50000,,,,
FC_Rho_,0.002377,,,,
FC_Roll__Rate,0,,,,
FC_Sref_,11.114691,,,,
FC_Vinf_,100,,,,
FC_Xcg_,4.521099,,,,
FC_Yaw___Rate,0,,,,
FC_Ycg_,0,,,,
FC_Zcg_,-0.223591,,,,
L/D,8.45684,8.60715,8.58592,8.59116,8.59567
Mach,0.001,0.001,0.001,0.001,0.001
T/QS,0.02173,0.02294,0.02303,0.02292,0.0228
WakeIter,1,2,3,4,5
Results_Name,VSPAERO_History,,,,
Results_Timestamp,1639008966,,,,
Results_Date,12,8,2021,,
Results_Time,18,16,6,,
Alpha,8.20513,8.20513,8.20513,8.20513,8.20513
AnalysisMethod,0,,,,
Beta,0,0,0,0,0
CDi,0.02744,0.02851,0.02906,0.02899,0.02883
CDo,0.04705,0.04717,0.04719,0.04719,0.04719
CDtot,0.07449,0.07568,0.07625,0.07619,0.07602
CDtrefftz,0,0,0,0,0
CFx,-0.06429,-0.06605,-0.06601,-0.06604,-0.06602
CFy,0.00115,0.00033,0.00015,0.00004,-0.00003
CFz,0.63815,0.65786,0.6614,0.6611,0.65991
CL,0.64079,0.66055,0.66405,0.66376,0.66258
CMx,0.00666,0.00132,0.00042,0.00007,0
CMy,0.36959,0.3696,0.37281,0.3773,0.37976
CMz,0.00013,0.00015,-0.00005,-0.00001,-0.00006
CS,0.00115,0.00033,0.00015,0.00004,-0.00003
E,0.9412,0.96259,0.95443,0.95581,0.95769
FC_AoA_,8.205128,,,,
FC_Beta_,0,,,,
FC_Bref_,7.5,,,,
FC_Cref_,1.481959,,,,
FC_Mach_,0.001,,,,
FC_Pitch_Rate,0,,,,
FC_ReCref_,50000,,,,
FC_Rho_,0.002377,,,,
FC_Roll__Rate,0,,,,
FC_Sref_,11.114691,,,,
FC_Vinf_,100,,,,
FC_Xcg_,4.521099,,,,
FC_Yaw___Rate,0,,,,
FC_Ycg_,0,,,,
FC_Zcg_,-0.223591,,,,
L/D,8.60266,8.72813,8.70865,8.71239,8.71592
Mach,0.001,0.001,0.001,0.001,0.001
T/QS,0.02476,0.02593,0.02616,0.02611,0.02599
WakeIter,1,2,3,4,5
Results_Name,VSPAERO_History,,,,
Results_Timestamp,1639008966,,,,
Results_Date,12,8,2021,,
Results_Time,18,16,6,,
Alpha,8.71795,8.71795,8.71795,8.71795,8.71795
AnalysisMethod,0,,,,
Beta,0,0,0,0,0
CDi,0.03111,0.03264,0.03274,0.03306,0.03277
CDo,0.04728,0.04745,0.04745,0.04745,0.04744
CDtot,0.0784,0.08009,0.0802,0.08051,0.08021
CDtrefftz,0,0,0,0,0
CFx,-0.07276,-0.07496,-0.07494,-0.0745,-0.07455
CFy,0.00134,-0.00002,0.00001,-0.00002,-0.00006
CFz,0.67973,0.70418,0.70476,0.70399,0.70241
CL,0.68291,0.70741,0.70797,0.70715,0.70559
CMx,0.00686,0.00054,0.00008,0.00001,-0.00004
CMy,0.39283,0.39243,0.39512,0.39721,0.40047
CMz,-0.00023,-0.00018,0,-0.00001,-0.00004
CS,0.00134,-0.00002,0.00001,-0.00002,-0.00006
E,0.94284,0.96426,0.96282,0.95133,0.9555
FC_AoA_,8.717949,,,,
FC_Beta_,0,,,,
FC_Bref_,7.5,,,,
FC_Cref_,1.481959,,,,
FC_Mach_,0.001,,,,
FC_Pitch_Rate,0,,,,
FC_ReCref_,50000,,,,
FC_Rho_,0.002377,,,,
FC_Roll__Rate,0,,,,
FC_Sref_,11.114691,,,,
FC_Vinf_,100,,,,
FC_Xcg_,4.521099,,,,
FC_Yaw___Rate,0,,,,
FC_Ycg_,0,,,,
FC_Zcg_,-0.223591,,,,
L/D,8.71103,8.83236,8.82796,8.78342,8.7966
Mach,0.001,0.001,0.001,0.001,0.001
T/QS,0.02805,0.02967,0.02967,0.02957,0.02942
WakeIter,1,2,3,4,5
Results_Name,VSPAERO_History,,,,
Results_Timestamp,1639008966,,,,
Results_Date,12,8,2021,,
Results_Time,18,16,6,,
Alpha,9.23077,9.23077,9.23077,9.23077,9.23077
AnalysisMethod,0,,,,
Beta,0,0,0,0,0
CDi,0.03513,0.03677,0.03677,0.03684,0.03698
CDo,0.04754,0.04773,0.04772,0.04771,0.04771
CDtot,0.08267,0.0845,0.08449,0.08455,0.08469
CDtrefftz,0,0,0,0,0
CFx,-0.08171,-0.08422,-0.08412,-0.0839,-0.08357
CFy,0.00173,0.00012,0.00002,-0.00002,-0.00002
CFz,0.72174,0.74748,0.74679,0.74587,0.74476
CL,0.7255,0.75131,0.75061,0.74967,0.74852
CMx,0.0069,0.00027,0.00004,0,-0.00002
CMy,0.41069,0.41327,0.41658,0.41854,0.42075
CMz,-0.00024,-0.00001,0,-0.00002,-0.00001
CS,0.00173,0.00012,0.00002,-0.00002,-0.00002
E,0.94249,0.9655,0.96387,0.95958,0.95285
FC_AoA_,9.230769,,,,
FC_Beta_,0,,,,
FC_Bref_,7.5,,,,
FC_Cref_,1.481959,,,,
FC_Mach_,0.001,,,,
FC_Pitch_Rate,0,,,,
FC_ReCref_,50000,,,,
FC_Rho_,0.002377,,,,
FC_Roll__Rate,0,,,,
FC_Sref_,11.114691,,,,
FC_Vinf_,100,,,,
FC_Xcg_,4.521099,,,,
FC_Yaw___Rate,0,,,,
FC_Ycg_,0,,,,
FC_Zcg_,-0.223591,,,,
L/D,8.77604,8.89147,8.88442,8.86661,8.83849
Mach,0.001,0.001,0.001,0.001,0.001
T/QS,0.03159,0.03341,0.03331,0.0332,0.03306
WakeIter,1,2,3,4,5
Results_Name,VSPAERO_History,,,,
Results_Timestamp,1639008966,,,,
Results_Date,12,8,2021,,
Results_Time,18,16,6,,
Alpha,9.74359,9.74359,9.74359,9.74359,9.74359
AnalysisMethod,0,,,,
Beta,0,0,0,0,0
CDi,0.03917,0.04019,0.04076,0.04096,0.04115
CDo,0.04781,0.04793,0.04797,0.04799,0.04798
CDtot,0.08698,0.08812,0.08873,0.08894,0.08914
CDtrefftz,0,0,0,0,0
CFx,-0.09118,-0.09305,-0.09349,-0.09358,-0.09328
CFy,0.00228,0.00065,-0.00018,0.00001,-0.00003
CFz,0.76245,0.77938,0.78532,0.787,0.78637
CL,0.76688,0.78388,0.78981,0.79148,0.79081
CMx,0.007,0.00253,0.00088,0.00013,0.00002
CMy,0.43435,0.43136,0.43575,0.43946,0.44175
CMz,0.00118,-0.00062,-0.00028,-0.00001,-0.00002
CS,0.00228,0.00065,-0.00018,0.00001,-0.00003
E,0.94434,0.96155,0.96257,0.962,0.95577
FC_AoA_,9.74359,,,,
FC_Beta_,0,,,,
FC_Bref_,7.5,,,,
FC_Cref_,1.481959,,,,
FC_Mach_,0.001,,,,
FC_Pitch_Rate,0,,,,
FC_ReCref_,50000,,,,
FC_Rho_,0.002377,,,,
FC_Roll__Rate,0,,,,
FC_Sref_,11.114691,,,,
FC_Vinf_,100,,,,
FC_Xcg_,4.521099,,,,
FC_Yaw___Rate,0,,,,
FC_Ycg_,0,,,,
FC_Zcg_,-0.223591,,,,
L/D,8.81722,8.89569,8.90113,8.8987,8.87203
Mach,0.001,0.001,0.001,0.001,0.001
T/QS,0.03526,0.03642,0.03688,0.03697,0.03688
WakeIter,1,2,3,4,5
Results_Name,VSPAERO_History,,,,
Results_Timestamp,1639008966,,,,
Results_Date,12,8,2021,,
Results_Time,18,16,6,,
Alpha,10.25641,10.25641,10.25641,10.25641,10.25641
AnalysisMethod,0,,,,
Beta,0,0,0,0,0
CDi,0.04414,0.0448,0.04531,0.04544,0.04549
CDo,0.04814,0.04823,0.04827,0.04828,0.04827
CDtot,0.09228,0.09303,0.09359,0.09372,0.09376
CDtrefftz,0,0,0,0,0
CFx,-0.10194,-0.10318,-0.10376,-0.1038,-0.10361
CFy,0.00253,0.00011,0.0001,0.00002,0
CFz,0.81128,0.82186,0.82792,0.82883,0.82806
CL,0.81647,0.8271,0.83317,0.83407,0.83328
CMx,0.00565,0.00228,0.00069,0.00007,0.00001
CMy,0.44968,0.45016,0.45608,0.46082,0.46268
CMz,0.00019,0.00048,0.00005,0.00001,-0.00002
CS,0.00253,0.00011,0.0001,0.00002,0
E,0.94995,0.96036,0.96352,0.96298,0.96012
FC_AoA_,10.25641,,,,
FC_Beta_,0,,,,
FC_Bref_,7.5,,,,
FC_Cref_,1.481959,,,,
FC_Mach_,0.001,,,,
FC_Pitch_Rate,0,,,,
FC_ReCref_,50000,,,,
FC_Rho_,0.002377,,,,
FC_Roll__Rate,0,,,,
FC_Sref_,11.114691,,,,
FC_Vinf_,100,,,,
FC_Xcg_,4.521099,,,,
FC_Yaw___Rate,0,,,,
FC_Ycg_,0,,,,
FC_Zcg_,-0.223591,,,,
L/D,8.848,8.8907,8.90273,8.89987,8.88757
Mach,0.001,0.001,0.001,0.001,0.001
T/QS,0.03974,0.04049,0.04099,0.04102,0.04092
WakeIter,1,2,3,4,5
Results_Name,VSPAERO_History,,,,
Results_Timestamp,1639008966,,,,
Results_Date,12,8,2021,,
Results_Time,18,16,6,,
Alpha,10.76923,10.76923,10.76923,10.76923,10.76923
AnalysisMethod,0,,,,
Beta,0,0,0,0,0
CDi,0.04976,0.05008,0.05027,0.05025,0.05015
CDo,0.04855,0.04859,0.0486,0.04859,0.04858
CDtot,0.09831,0.09867,0.09887,0.09884,0.09873
CDtrefftz,0,0,0,0,0
CFx,-0.11397,-0.11459,-0.11469,-0.11455,-0.11435
CFy,0.00021,0.00013,0.00001,0,-0.00001
CFz,0.86551,0.87051,0.87204,0.8712,0.8696
CL,0.87157,0.87659,0.87811,0.87726,0.87565
CMx,0.00279,0.00081,0.0001,0.00002,-0.00001
CMy,0.47387,0.47508,0.47819,0.48017,0.48363
CMz,0.00106,0.00005,0,0,-0.00001
CS,0.00021,0.00013,0.00001,0,-0.00001
E,0.96012,0.96501,0.96476,0.9632,0.96156
FC_AoA_,10.769231,,,,
FC_Beta_,0,,,,
FC_Bref_,7.5,,,,
FC_Cref_,1.481959,,,,
FC_Mach_,0.001,,,,
FC_Pitch_Rate,0,,,,
FC_ReCref_,50000,,,,
FC_Rho_,0.002377,,,,
FC_Roll__Rate,0,,,,
FC_Sref_,11.114691,,,,
FC_Vinf_,100,,,,
FC_Xcg_,4.521099,,,,
FC_Yaw___Rate,0,,,,
FC_Ycg_,0,,,,
FC_Zcg_,-0.223591,,,,
L/D,8.86523,8.88382,8.88157,8.87534,8.86911
Mach,0.001,0.001,0.001,0.001,0.001
T/QS,0.04501,0.04538,0.04548,0.04537,0.04516
WakeIter,1,2,3,4,5
Results_Name,VSPAERO_History,,,,
Results_Timestamp,1639008966,,,,
Results_Date,12,8,2021,,
Results_Time,18,16,6,,
Alpha,11.28205,11.28205,11.28205,11.28205,11.28205
AnalysisMethod,0,,,,
Beta,0,0,0,0,0
CDi,0.05269,0.05488,0.05525,0.05521,0.05509
CDo,0.04873,0.0489,0.04892,0.04891,0.04889
CDtot,0.10142,0.10377,0.10417,0.10412,0.10398
CDtrefftz,0,0,0,0,0
CFx,-0.1242,-0.12577,-0.12592,-0.12578,-0.12558
CFy,-0.00385,-0.00011,-0.00001,-0.00002,-0.00002
CFz,0.89189,0.91096,0.91361,0.9127,0.91104
CL,0.89896,0.91797,0.92059,0.91967,0.918
CMx,0.00671,0.00094,0.00013,0.00003,-0.00001
CMy,0.49766,0.49393,0.49833,0.5005,0.50412
CMz,-0.00213,-0.00009,-0.00001,-0.00002,-0.00001
CS,-0.00385,-0.00011,-0.00001,-0.00002,-0.00002
E,0.96472,0.96581,0.9648,0.96352,0.96223
FC_AoA_,11.282051,,,,
FC_Beta_,0,,,,
FC_Bref_,7.5,,,,
FC_Cref_,1.481959,,,,
FC_Mach_,0.001,,,,
FC_Pitch_Rate,0,,,,
FC_ReCref_,50000,,,,
FC_Rho_,0.002377,,,,
FC_Roll__Rate,0,,,,
FC_Sref_,11.114691,,,,
FC_Vinf_,100,,,,
FC_Xcg_,4.521099,,,,
FC_Yaw___Rate,0,,,,
FC_Ycg_,0,,,,
FC_Zcg_,-0.223591,,,,
L/D,8.86391,8.84575,8.8376,8.83288,8.82877
Mach,0.001,0.001,0.001,0.001,0.001
T/QS,0.04647,0.04972,0.04996,0.04983,0.04961
WakeIter,1,2,3,4,5
Results_Name,VSPAERO_History,,,,
Results_Timestamp,1639008966,,,,
Results_Date,12,8,2021,,
Results_Time,18,16,6,,
Alpha,11.79487,11.79487,11.79487,11.79487,11.79487
AnalysisMethod,0,,,,
Beta,0,0,0,0,0
CDi,0.06352,0.05963,0.06026,0.06034,0.06032
CDo,0.0491,0.04917,0.04923,0.04923,0.04923
CDtot,0.11262,0.10881,0.10949,0.10958,0.10955
CDtrefftz,0,0,0,0,0
CFx,-0.1307,-0.13682,-0.1375,-0.13747,-0.13733
CFy,-0.0007,0.001,0.00018,-0.00005,-0.00003
CFz,0.93667,0.94695,0.95326,0.95351,0.95276
CL,0.94361,0.95492,0.96124,0.96148,0.96071
CMx,0.00573,0.0025,0.00054,0.00015,0.00001
CMy,0.52064,0.51371,0.51753,0.52054,0.52326
CMz,-0.00213,-0.0002,0.00001,-0.00006,-0.00002
CS,-0.0007,0.001,0.00018,-0.00005,-0.00003
E,0.88164,0.96177,0.96443,0.96356,0.96239
FC_AoA_,11.794872,,,,
FC_Beta_,0,,,,
FC_Bref_,7.5,,,,
FC_Cref_,1.481959,,,,
FC_Mach_,0.001,,,,
FC_Pitch_Rate,0,,,,
FC_ReCref_,50000,,,,
FC_Rho_,0.002377,,,,
FC_Roll__Rate,0,,,,
FC_Sref_,11.114691,,,,
FC_Vinf_,100,,,,
FC_Xcg_,4.521099,,,,
FC_Yaw___Rate,0,,,,
FC_Ycg_,0,,,,
FC_Zcg_,-0.223591,,,,
L/D,8.37895,8.7762,8.77909,8.77448,8.77001
Mach,0.001,0.001,0.001,0.001,0.001
T/QS,0.05312,0.05387,0.05445,0.05444,0.05432
WakeIter,1,2,3,4,5
Results_Name,VSPAERO_History,,,,
Results_Timestamp,1639008966,,,,
Results_Date,12,8,2021,,
Results_Time,18,16,6,,
Alpha,12.30769,12.30769,12.30769,12.30769,12.30769
AnalysisMethod,0,,,,
Beta,0,0,0,0,0
CDi,0.06419,0.06479,0.06577,0.06582,0.06575
CDo,0.04941,0.04951,0.04959,0.04958,0.04957
CDtot,0.1136,0.1143,0.11535,0.11541,0.11532
CDtrefftz,0,0,0,0,0
CFx,-0.14708,-0.14911,-0.14986,-0.14978,-0.14959
CFy,-0.00395,0.00331,0.00003,-0.00002,-0.00004
CFz,0.97527,0.98738,0.99544,0.9953,0.9941
CL,0.98421,0.99647,1.0045,1.00435,1.00314
CMx,0.00675,0.00263,0.00043,0.00004,0
CMy,0.5085,0.53407,0.53832,0.54064,0.5431
CMz,-0.00415,0.00115,-0.00037,-0.00001,-0.00002
CS,-0.00395,0.00331,0.00003,-0.00002,-0.00004
E,0.94917,0.9639,0.96496,0.96387,0.96262
FC_AoA_,12.307692,,,,
FC_Beta_,0,,,,
FC_Bref_,7.5,,,,
FC_Cref_,1.481959,,,,
FC_Mach_,0.001,,,,
FC_Pitch_Rate,0,,,,
FC_ReCref_,50000,,,,
FC_Rho_,0.002377,,,,
FC_Roll__Rate,0,,,,
FC_Sref_,11.114691,,,,
FC_Vinf_,100,,,,
FC_Xcg_,4.521099,,,,
FC_Yaw___Rate,0,,,,
FC_Ycg_,0,,,,
FC_Zcg_,-0.223591,,,,
L/D,8.66392,8.71824,8.70798,8.70274,8.69882
Mach,0.001,0.001,0.001,0.001,0.001
T/QS,0.05768,0.0587,0.05943,0.05937,0.0592
WakeIter,1,2,3,4,5
Results_Name,VSPAERO_History,,,,
Results_Timestamp,1639008966,,,,
Results_Date,12,8,2021,,
Results_Time,18,16,6,,
Alpha,12.82051,12.82051,12.82051,12.82051,12.82051
AnalysisMethod,0,,,,
Beta,0,0,0,0,0
CDi,0.06658,0.06821,0.07097,0.07124,0.07135
CDo,0.04977,0.04988,0.04989,0.04992,0.04992
CDtot,0.11635,0.11809,0.12086,0.12115,0.12127
CDtrefftz,0,0,0,0,0
CFx,-0.16342,-0.16477,-0.16212,-0.16235,-0.1623
CFy,-0.00135,-0.00113,0.0009,0.0002,0
CFz,1.01818,1.03144,1.0322,1.03446,1.03474
CL,1.02906,1.04229,1.04244,1.04469,1.04496
CMx,0.00637,0.00245,0.00146,0.00058,0.00011
CMy,0.54398,0.54128,0.55455,0.55956,0.56262
CMz,-0.0018,0.00066,-0.00024,-0.00006,-0.00001
CS,-0.00135,-0.00113,0.0009,0.0002,0
E,1.00035,1.00169,0.96307,0.96357,0.96258
FC_AoA_,12.820513,,,,
FC_Beta_,0,,,,
FC_Bref_,7.5,,,,
FC_Cref_,1.481959,,,,
FC_Mach_,0.001,,,,
FC_Pitch_Rate,0,,,,
FC_ReCref_,50000,,,,
FC_Rho_,0.002377,,,,
FC_Roll__Rate,0,,,,
FC_Sref_,11.114691,,,,
FC_Vinf_,100,,,,
FC_Xcg_,4.521099,,,,
FC_Yaw___Rate,0,,,,
FC_Ycg_,0,,,,
FC_Zcg_,-0.223591,,,,
L/D,8.84472,8.82587,8.62497,8.62282,8.61688
Mach,0.001,0.001,0.001,0.001,0.001
T/QS,0.06275,0.06398,0.06404,0.06423,0.06422
WakeIter,1,2,3,4,5
Results_Name,VSPAERO_History,,,,
Results_Timestamp,1639008966,,,,
Results_Date,12,8,2021,,
Results_Time,18,16,6,,
Alpha,13.33333,13.33333,13.33333,13.33333,13.33333
AnalysisMethod,0,,,,
Beta,0,0,0,0,0
CDi,0.07427,0.0769,0.07745,0.0774,0.07729
CDo,0.05016,0.05031,0.05032,0.05031,0.05029
CDtot,0.12442,0.12721,0.12777,0.12771,0.12758
CDtrefftz,0,0,0,0,0
CFx,-0.17556,-0.17623,-0.17605,-0.17587,-0.17566
CFy,-0.00086,-0.00049,0.00007,-0.0001,-0.00003
CFz,1.06278,1.07705,1.07866,1.07766,1.07629
CL,1.07462,1.08866,1.09019,1.08917,1.08779
CMx,0.00576,0.00113,0.00025,0.00009,0.00001
CMy,0.57271,0.57185,0.57707,0.58027,0.58321
CMz,-0.00056,-0.00053,0.00003,-0.00006,-0.00002
CS,-0.00086,-0.00049,0.00007,-0.0001,-0.00003
E,0.97798,0.96931,0.9652,0.96403,0.96294
FC_AoA_,13.333333,,,,
FC_Beta_,0,,,,
FC_Bref_,7.5,,,,
FC_Cref_,1.481959,,,,
FC_Mach_,0.001,,,,
FC_Pitch_Rate,0,,,,
FC_ReCref_,50000,,,,
FC_Rho_,0.002377,,,,
FC_Roll__Rate,0,,,,
FC_Sref_,11.114691,,,,
FC_Vinf_,100,,,,
FC_Xcg_,4.521099,,,,
FC_Yaw___Rate,0,,,,
FC_Ycg_,0,,,,
